task_id,series,system_name,display_label,metric_source,feasible_utility,ndcg_at_k,compliance_rate,constrained_regret,oracle_utility
CARA_LO_CHEMBL3734552_EC50_0015,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,99.31,1.0,1.0,0.0,99.31
CARA_LO_CHEMBL3705480_Ki_0016,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,95.17999999999999,1.0,1.0,0.0,95.17999999999999
CARA_LO_CHEMBL3888825_IC50_0017,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,95.25,1.0,1.0,0.0,95.25
CARA_LO_CHEMBL3888209_IC50_0018,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,88.70000000000002,1.0,1.0,0.0,88.70000000000002
CARA_LO_CHEMBL3888094_IC50_0019,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,80.76,1.0,1.0,0.0,80.76
CARA_LO_CHEMBL3705264_IC50_0020,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,84.55999999999999,1.0,1.0,0.0,84.55999999999999
CARA_LO_CHEMBL3887288_IC50_0021,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,88.74,1.0,1.0,0.0,88.74
CARA_LO_CHEMBL3889186_IC50_0022,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,85.27000000000001,1.0,1.0,0.0,85.27000000000001
CARA_LO_CHEMBL3705486_Ki_0023,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,89.42999999999999,1.0,1.0,0.0,89.42999999999999
CARA_LO_CHEMBL4418470_EC50_0024,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,86.05000000000001,1.0,1.0,0.0,86.05000000000001
CARA_LO_CHEMBL3707962_IC50_0025,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,84.94,1.0,1.0,0.0,84.94
CARA_LO_CHEMBL3431931_IC50_0026,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,94.67999999999999,1.0,1.0,0.0,94.67999999999999
CARA_LO_CHEMBL3887074_IC50_0027,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,85.77,1.0,1.0,0.0,85.77
CARA_LO_CHEMBL3887866_IC50_0028,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,83.98,1.0,1.0,0.0,83.98
CARA_LO_CHEMBL3887259_EC50_0029,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,88.07,1.0,1.0,0.0,88.07
CARA_LO_CHEMBL3705125_IC50_0030,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,91.58,1.0,1.0,0.0,91.58
CARA_LO_CHEMBL3883076_IC50_0031,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,86.75,1.0,1.0,0.0,86.75
CARA_LO_CHEMBL3888033_IC50_0032,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,90.22,1.0,1.0,0.0,90.22
CARA_LO_CHEMBL3887029_Ki_0033,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,83.00999999999999,1.0,1.0,0.0,83.00999999999999
CARA_LO_CHEMBL658217_Ki_0034,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,85.02,1.0,1.0,0.0,85.02
CARA_LO_CHEMBL658042_Ki_0035,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,88.13999999999999,1.0,1.0,0.0,88.13999999999999
CARA_LO_CHEMBL3706298_IC50_0036,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,88.51,1.0,1.0,0.0,88.51
CARA_LO_CHEMBL3887456_EC50_0037,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,93.18,1.0,1.0,0.0,93.18
CARA_LO_CHEMBL3705825_Ki_0038,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,87.17000000000002,1.0,1.0,0.0,87.17000000000002
CARA_LO_CHEMBL3705860_IC50_0039,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,84.47999999999999,1.0,1.0,0.0,84.47999999999999
CARA_LO_CHEMBL3889266_IC50_0040,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,84.41999999999999,1.0,1.0,0.0,84.41999999999999
CARA_LO_CHEMBL3706356_IC50_0041,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,80.88,1.0,1.0,0.0,80.88
CARA_LO_CHEMBL3705399_Ki_0042,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,83.44000000000001,1.0,1.0,0.0,83.44000000000001
CARA_LO_CHEMBL3705917_IC50_0043,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,100.35,1.0,1.0,0.0,100.35
CARA_LO_CHEMBL3888870_IC50_0044,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,89.18,1.0,1.0,0.0,89.18
CARA_LO_CHEMBL3889262_IC50_0045,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,88.98000000000002,1.0,1.0,0.0,88.98000000000002
CARA_LO_CHEMBL3887334_IC50_0046,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,88.14,1.0,1.0,0.0,88.14
CARA_LO_CHEMBL3887429_IC50_0047,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,88.13,1.0,1.0,0.0,88.13
CARA_LO_CHEMBL4477153_IC50_0048,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,79.48,1.0,1.0,0.0,79.48
CARA_LO_CHEMBL3887030_Ki_0049,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,76.555,1.0,1.0,0.0,76.555
CARA_LO_CHEMBL3888871_Ki_0050,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,89.22999999999999,1.0,1.0,0.0,89.22999999999999
CARA_LO_CHEMBL2328568_IC50_0001,Best QSAR,qsar_svm,QSAR linear SVR,final,94.1,0.9131344307183953,1.0,8.120000000000005,102.22
CARA_LO_CHEMBL3705123_IC50_0002,Best QSAR,qsar_svm,QSAR linear SVR,final,89.56,0.9657604857875943,1.0,3.530000000000001,93.09
CARA_LO_CHEMBL3889097_IC50_0003,Best QSAR,qsar_svm,QSAR linear SVR,final,82.16,0.9191247572337518,1.0,8.420000000000002,90.58
CARA_LO_CHEMBL3705476_IC50_0004,Best QSAR,qsar_svm,QSAR linear SVR,final,77.69999999999999,0.8463765316819158,1.0,12.730000000000004,90.42999999999999
CARA_LO_CHEMBL3887063_IC50_0005,Best QSAR,qsar_svm,QSAR linear SVR,final,86.32000000000001,0.903856876644914,1.0,10.58999999999999,96.91
CARA_LO_CHEMBL4739819_EC50_0006,Best QSAR,qsar_svm,QSAR linear SVR,final,78.38,0.8775840127827446,1.0,11.650000000000006,90.03
CARA_LO_CHEMBL3889212_IC50_0007,Best QSAR,qsar_svm,QSAR linear SVR,final,81.25,0.9299936504001158,1.0,4.559999999999988,85.80999999999999
CARA_LO_CHEMBL3705899_IC50_0008,Best QSAR,qsar_svm,QSAR linear SVR,final,83.70499999999998,0.8776092073691343,1.0,9.864999999999995,93.56999999999998
CARA_LO_CHEMBL3705357_IC50_0009,Best QSAR,qsar_svm,QSAR linear SVR,final,95.36999999999999,0.9552652528398511,1.0,3.750000000000014,99.12
CARA_LO_CHEMBL3887887_IC50_0010,Best QSAR,qsar_svm,QSAR linear SVR,final,86.65,0.9189087249623361,1.0,8.569999999999993,95.22
CARA_LO_CHEMBL3705960_IC50_0011,Best QSAR,qsar_svm,QSAR linear SVR,final,88.64999999999999,0.9593469206294364,1.0,4.8799999999999955,93.52999999999999
CARA_LO_CHEMBL3705868_IC50_0012,Best QSAR,qsar_svm,QSAR linear SVR,final,89.07,0.9467151710309216,1.0,5.450000000000003,94.52
CARA_LO_CHEMBL3705983_IC50_0013,Best QSAR,qsar_svm,QSAR linear SVR,final,80.25999999999999,0.968717893562468,1.0,3.6099999999999994,83.86999999999999
CARA_LO_CHEMBL3734174_IC50_0014,Best QSAR,qsar_svm,QSAR linear SVR,final,82.54,0.9627704809584755,1.0,2.1099999999999994,84.65
CARA_LO_CHEMBL3734552_EC50_0015,Best QSAR,qsar_svm,QSAR linear SVR,final,97.41000000000001,0.9797076800895851,1.0,1.8999999999999915,99.31
CARA_LO_CHEMBL3705480_Ki_0016,Best QSAR,qsar_svm,QSAR linear SVR,final,92.78,0.9725852991601308,1.0,2.3999999999999915,95.17999999999999
CARA_LO_CHEMBL3888825_IC50_0017,Best QSAR,qsar_svm,QSAR linear SVR,final,88.47,0.9160741556653537,1.0,6.780000000000001,95.25
CARA_LO_CHEMBL3888209_IC50_0018,Best QSAR,qsar_svm,QSAR linear SVR,final,79.92999999999998,0.8889024119710657,1.0,8.770000000000039,88.70000000000002
CARA_LO_CHEMBL3888094_IC50_0019,Best QSAR,qsar_svm,QSAR linear SVR,final,70.30000000000001,0.8535558104367049,1.0,10.459999999999994,80.76
CARA_LO_CHEMBL3705264_IC50_0020,Best QSAR,qsar_svm,QSAR linear SVR,final,78.89,0.9335665046826902,1.0,5.6699999999999875,84.55999999999999
CARA_LO_CHEMBL3887288_IC50_0021,Best QSAR,qsar_svm,QSAR linear SVR,final,74.82,0.8441820884353964,1.0,13.920000000000002,88.74
CARA_LO_CHEMBL3889186_IC50_0022,Best QSAR,qsar_svm,QSAR linear SVR,final,74.51,0.8687347361822314,1.0,10.760000000000005,85.27000000000001
CARA_LO_CHEMBL3705486_Ki_0023,Best QSAR,qsar_svm,QSAR linear SVR,final,84.24,0.9221108774308251,1.0,5.189999999999998,89.42999999999999
CARA_LO_CHEMBL4418470_EC50_0024,Best QSAR,qsar_svm,QSAR linear SVR,final,82.83,0.9679352276368806,1.0,3.220000000000013,86.05000000000001
CARA_LO_CHEMBL3707962_IC50_0025,Best QSAR,qsar_svm,QSAR linear SVR,final,79.17,0.9362398926695268,1.0,5.769999999999996,84.94
CARA_LO_CHEMBL3431931_IC50_0026,Best QSAR,qsar_svm,QSAR linear SVR,final,83.66,0.8779635736688834,1.0,11.019999999999996,94.67999999999999
CARA_LO_CHEMBL3887074_IC50_0027,Best QSAR,qsar_svm,QSAR linear SVR,final,76.02,0.9005039954670865,1.0,9.75,85.77
CARA_LO_CHEMBL3887866_IC50_0028,Best QSAR,qsar_svm,QSAR linear SVR,final,76.04,0.9099467988757716,1.0,7.939999999999998,83.98
CARA_LO_CHEMBL3887259_EC50_0029,Best QSAR,qsar_svm,QSAR linear SVR,final,82.69999999999999,0.934093919836499,1.0,5.3700000000000045,88.07
CARA_LO_CHEMBL3705125_IC50_0030,Best QSAR,qsar_svm,QSAR linear SVR,final,85.97,0.9506774797845623,1.0,5.609999999999999,91.58
CARA_LO_CHEMBL3883076_IC50_0031,Best QSAR,qsar_svm,QSAR linear SVR,final,78.46999999999998,0.905909381922415,1.0,8.280000000000015,86.75
CARA_LO_CHEMBL3888033_IC50_0032,Best QSAR,qsar_svm,QSAR linear SVR,final,82.12,0.8988126790028478,1.0,8.099999999999994,90.22
CARA_LO_CHEMBL3887029_Ki_0033,Best QSAR,qsar_svm,QSAR linear SVR,final,72.32000000000001,0.8506435106220528,1.0,10.689999999999984,83.00999999999999
CARA_LO_CHEMBL658217_Ki_0034,Best QSAR,qsar_svm,QSAR linear SVR,final,81.3,0.9512083599344194,1.0,3.719999999999999,85.02
CARA_LO_CHEMBL658042_Ki_0035,Best QSAR,qsar_svm,QSAR linear SVR,final,83.06,0.9446755661541719,1.0,5.079999999999984,88.13999999999999
CARA_LO_CHEMBL3706298_IC50_0036,Best QSAR,qsar_svm,QSAR linear SVR,final,75.45,0.8541936885618754,1.0,13.060000000000002,88.51
CARA_LO_CHEMBL3887456_EC50_0037,Best QSAR,qsar_svm,QSAR linear SVR,final,85.10999999999999,0.8825010588655603,1.0,8.070000000000022,93.18
CARA_LO_CHEMBL3705825_Ki_0038,Best QSAR,qsar_svm,QSAR linear SVR,final,84.79,0.9626812852801552,1.0,2.3800000000000097,87.17000000000002
CARA_LO_CHEMBL3705860_IC50_0039,Best QSAR,qsar_svm,QSAR linear SVR,final,78.51,0.9279819815202207,1.0,5.969999999999985,84.47999999999999
CARA_LO_CHEMBL3889266_IC50_0040,Best QSAR,qsar_svm,QSAR linear SVR,final,81.64999999999999,0.96294071324117,1.0,2.769999999999996,84.41999999999999
CARA_LO_CHEMBL3706356_IC50_0041,Best QSAR,qsar_svm,QSAR linear SVR,final,68.74999999999999,0.8382257304014623,1.0,12.13000000000001,80.88
CARA_LO_CHEMBL3705399_Ki_0042,Best QSAR,qsar_svm,QSAR linear SVR,final,79.94999999999999,0.9632189970965953,1.0,3.4900000000000233,83.44000000000001
CARA_LO_CHEMBL3705917_IC50_0043,Best QSAR,qsar_svm,QSAR linear SVR,final,91.63,0.9110219481914632,1.0,8.719999999999999,100.35
CARA_LO_CHEMBL3888870_IC50_0044,Best QSAR,qsar_svm,QSAR linear SVR,final,75.21999999999998,0.8176335425462433,1.0,13.960000000000022,89.18
CARA_LO_CHEMBL3889262_IC50_0045,Best QSAR,qsar_svm,QSAR linear SVR,final,83.34,0.9234459080417321,1.0,5.640000000000015,88.98000000000002
CARA_LO_CHEMBL3887334_IC50_0046,Best QSAR,qsar_svm,QSAR linear SVR,final,73.36999999999999,0.8102856625130644,1.0,14.77000000000001,88.14
CARA_LO_CHEMBL3887429_IC50_0047,Best QSAR,qsar_svm,QSAR linear SVR,final,77.57,0.8644004713468038,1.0,10.560000000000002,88.13
CARA_LO_CHEMBL4477153_IC50_0048,Best QSAR,qsar_svm,QSAR linear SVR,final,76.76,0.9158411058366518,1.0,2.719999999999999,79.48
CARA_LO_CHEMBL3887030_Ki_0049,Best QSAR,qsar_svm,QSAR linear SVR,final,67.02000000000001,0.8828921067606211,1.0,9.534999999999997,76.555
CARA_LO_CHEMBL3888871_Ki_0050,Best QSAR,qsar_svm,QSAR linear SVR,final,69.27,0.8091770264671398,1.0,19.959999999999994,89.22999999999999
CARA_LO_CHEMBL2328568_IC50_0001,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,80.17999999999999,0.8158909093236911,1.0,22.040000000000006,102.22
CARA_LO_CHEMBL3705123_IC50_0002,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,78.87,0.8540713050989169,1.0,14.219999999999999,93.09
CARA_LO_CHEMBL3889097_IC50_0003,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,76.95,0.8803909748959585,1.0,13.629999999999995,90.58
CARA_LO_CHEMBL3705476_IC50_0004,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,74.60000000000001,0.8084650508570607,1.0,15.829999999999984,90.42999999999999
CARA_LO_CHEMBL3887063_IC50_0005,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,67.63,0.7111708480947234,1.0,29.28,96.91
CARA_LO_CHEMBL4739819_EC50_0006,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,82.77000000000001,0.9215550012961016,1.0,7.259999999999991,90.03
CARA_LO_CHEMBL3889212_IC50_0007,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,68.57,0.8306818350162947,1.0,17.239999999999995,85.80999999999999
CARA_LO_CHEMBL3705899_IC50_0008,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,81.86,0.875398186456666,1.0,11.70999999999998,93.56999999999998
CARA_LO_CHEMBL3705357_IC50_0009,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,92.41999999999999,0.9282675293464985,1.0,6.700000000000017,99.12
CARA_LO_CHEMBL3887887_IC50_0010,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,82.75,0.8995969891941409,1.0,12.469999999999999,95.22
CARA_LO_CHEMBL3705960_IC50_0011,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,87.00999999999999,0.9374398230674336,1.0,6.519999999999996,93.52999999999999
CARA_LO_CHEMBL3705868_IC50_0012,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,78.72999999999999,0.8376397694358816,1.0,15.790000000000006,94.52
CARA_LO_CHEMBL3705983_IC50_0013,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,81.54999999999998,0.9686321589301699,1.0,2.3200000000000074,83.86999999999999
CARA_LO_CHEMBL3734174_IC50_0014,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,70.72,0.8654968441093617,1.0,13.930000000000007,84.65
CARA_LO_CHEMBL3734552_EC50_0015,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,91.35,0.9421660066046664,1.0,7.960000000000008,99.31
CARA_LO_CHEMBL3705480_Ki_0016,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,90.80000000000001,0.9517158266440757,1.0,4.379999999999981,95.17999999999999
CARA_LO_CHEMBL3888825_IC50_0017,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,85.57,0.9184601512270383,1.0,9.680000000000007,95.25
CARA_LO_CHEMBL3888209_IC50_0018,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,79.07,0.8876510444732179,1.0,9.630000000000024,88.70000000000002
CARA_LO_CHEMBL3888094_IC50_0019,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,67.99000000000001,0.8297530177141865,1.0,12.769999999999996,80.76
CARA_LO_CHEMBL3705264_IC50_0020,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,75.68999999999998,0.8844799579758221,1.0,8.870000000000005,84.55999999999999
CARA_LO_CHEMBL3887288_IC50_0021,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,69.08,0.7781396907242786,1.0,19.659999999999997,88.74
CARA_LO_CHEMBL3889186_IC50_0022,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,71.32,0.8342058195566773,1.0,13.950000000000017,85.27000000000001
CARA_LO_CHEMBL3705486_Ki_0023,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,86.9,0.9645007709308648,1.0,2.529999999999987,89.42999999999999
CARA_LO_CHEMBL4418470_EC50_0024,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,83.08999999999999,0.9719120511983016,1.0,2.960000000000022,86.05000000000001
CARA_LO_CHEMBL3707962_IC50_0025,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,75.69000000000001,0.8936212435003636,1.0,9.249999999999986,84.94
CARA_LO_CHEMBL3431931_IC50_0026,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,80.39,0.8526717592612697,1.0,14.289999999999992,94.67999999999999
CARA_LO_CHEMBL3887074_IC50_0027,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,76.91000000000001,0.9098704904048441,1.0,8.859999999999985,85.77
CARA_LO_CHEMBL3887866_IC50_0028,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,70.62,0.821141452155538,1.0,13.36,83.98
CARA_LO_CHEMBL3887259_EC50_0029,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,76.97,0.8927651155833353,1.0,11.099999999999994,88.07
CARA_LO_CHEMBL3705125_IC50_0030,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,85.31,0.925343582342986,1.0,6.269999999999996,91.58
CARA_LO_CHEMBL3883076_IC50_0031,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,79.52000000000001,0.9191182811446158,1.0,7.22999999999999,86.75
CARA_LO_CHEMBL3888033_IC50_0032,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,79.86,0.8803241224151339,1.0,10.36,90.22
CARA_LO_CHEMBL3887029_Ki_0033,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,74.08,0.8676128474159068,1.0,8.929999999999993,83.00999999999999
CARA_LO_CHEMBL658217_Ki_0034,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,81.02000000000001,0.9502098905368194,1.0,3.999999999999986,85.02
CARA_LO_CHEMBL658042_Ki_0035,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,76.51,0.8786348802936622,1.0,11.629999999999981,88.13999999999999
CARA_LO_CHEMBL3706298_IC50_0036,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,72.07000000000001,0.8123688380585263,1.0,16.439999999999998,88.51
CARA_LO_CHEMBL3887456_EC50_0037,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,77.42999999999999,0.8140521872103973,1.0,15.750000000000014,93.18
CARA_LO_CHEMBL3705825_Ki_0038,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,84.79,0.9753925957820347,1.0,2.3800000000000097,87.17000000000002
CARA_LO_CHEMBL3705860_IC50_0039,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,80.76,0.9496251164434563,1.0,3.7199999999999847,84.47999999999999
CARA_LO_CHEMBL3889266_IC50_0040,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,81.25,0.9636906509575092,1.0,3.1699999999999875,84.41999999999999
CARA_LO_CHEMBL3706356_IC50_0041,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,68.92,0.8258261833465605,1.0,11.959999999999994,80.88
CARA_LO_CHEMBL3705399_Ki_0042,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,78.39,0.9409378057028811,1.0,5.050000000000011,83.44000000000001
CARA_LO_CHEMBL3705917_IC50_0043,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,95.67999999999999,0.9485488882885227,1.0,4.670000000000002,100.35
CARA_LO_CHEMBL3888870_IC50_0044,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,74.02,0.8428950491293495,1.0,15.16000000000001,89.18
CARA_LO_CHEMBL3889262_IC50_0045,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,78.21,0.8705227821592771,1.0,10.770000000000024,88.98000000000002
CARA_LO_CHEMBL3887334_IC50_0046,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,63.379999999999995,0.713745152683739,1.0,24.760000000000005,88.14
CARA_LO_CHEMBL3887429_IC50_0047,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,80.26,0.8973102312456289,1.0,7.86999999999999,88.13
CARA_LO_CHEMBL4477153_IC50_0048,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,72.48,0.8998804909994524,1.0,7.0,79.48
CARA_LO_CHEMBL3887030_Ki_0049,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,70.76,0.9367463780806131,1.0,5.795000000000002,76.555
CARA_LO_CHEMBL3888871_Ki_0050,Best final LLM,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",final,68.67,0.7841499288879463,1.0,20.559999999999988,89.22999999999999
