task_id,series,system_name,display_label,metric_source,feasible_utility,ndcg_at_k,action_validity,compliance_rate,constrained_regret,oracle_utility
CARA_LO_CHEMBL3888209_IC50_0061,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,74.86000000000001,1.0,1.0,1.0,0.0,74.86000000000001
CARA_LO_CHEMBL3888296_IC50_0062,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,95.39500000000001,1.0,1.0,1.0,0.0,95.39500000000001
CARA_LO_CHEMBL3888825_IC50_0063,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,89.42999999999999,1.0,1.0,1.0,0.0,89.42999999999999
CARA_LO_CHEMBL3888867_IC50_0064,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,67.75,1.0,1.0,1.0,0.0,67.75
CARA_LO_CHEMBL3888870_IC50_0065,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,86.94,1.0,1.0,1.0,0.0,86.94
CARA_LO_CHEMBL3889097_IC50_0066,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,82.34,1.0,1.0,1.0,0.0,82.34
CARA_LO_CHEMBL3889159_IC50_0067,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,93.60999999999999,1.0,1.0,1.0,0.0,93.60999999999999
CARA_LO_CHEMBL3889186_IC50_0068,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,94.03,1.0,1.0,1.0,0.0,94.03
CARA_LO_CHEMBL3889262_IC50_0069,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,88.25000000000001,1.0,1.0,1.0,0.0,88.25000000000001
CARA_LO_CHEMBL4388634_IC50_0070,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,41.56000000000001,1.0,1.0,1.0,0.0,41.56000000000001
CARA_LO_CHEMBL4404752_IC50_0071,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,80.91,1.0,1.0,1.0,0.0,80.91
CARA_LO_CHEMBL4418470_EC50_0072,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,73.49999999999999,1.0,1.0,1.0,0.0,73.49999999999999
CARA_LO_CHEMBL4476912_IC50_0073,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,61.230000000000004,1.0,1.0,1.0,0.0,61.230000000000004
CARA_LO_CHEMBL4476963_IC50_0074,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,53.53999999999999,1.0,1.0,1.0,0.0,53.53999999999999
CARA_LO_CHEMBL4477153_IC50_0075,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,82.44999999999997,1.0,1.0,1.0,0.0,82.44999999999997
CARA_LO_CHEMBL4712750_IC50_0076,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,65.39999999999999,1.0,1.0,1.0,0.0,65.39999999999999
CARA_LO_CHEMBL4739819_EC50_0077,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,80.19,1.0,1.0,1.0,0.0,80.19
CARA_LO_CHEMBL641707_IC50_0078,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,54.18,1.0,1.0,1.0,0.0,54.18
CARA_LO_CHEMBL648337_IC50_0079,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,89.49000000000001,1.0,1.0,1.0,0.0,89.49000000000001
CARA_LO_CHEMBL652259_IC50_0080,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,76.48,1.0,1.0,1.0,0.0,76.48
CARA_LO_CHEMBL656248_IC50_0081,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,84.92,1.0,1.0,1.0,0.0,84.92
CARA_LO_CHEMBL658042_Ki_0082,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,84.41,1.0,1.0,1.0,0.0,84.41
CARA_LO_CHEMBL658217_Ki_0083,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,78.45,1.0,1.0,1.0,0.0,78.45
CARA_LO_CHEMBL663407_Ki_0084,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,76.82000000000001,1.0,1.0,1.0,0.0,76.82000000000001
CARA_LO_CHEMBL664960_Ki_0085,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,83.66999999999999,1.0,1.0,1.0,0.0,83.66999999999999
CARA_LO_CHEMBL819742_Ki_0086,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,72.58,1.0,1.0,1.0,0.0,72.58
CARA_LO_CHEMBL829091_IC50_0087,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,86.57,1.0,1.0,1.0,0.0,86.57
CARA_LO_CHEMBL830957_IC50_0088,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,79.79,1.0,1.0,1.0,0.0,79.79
CARA_LO_CHEMBL856174_IC50_0089,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,94.50000000000001,1.0,1.0,1.0,0.0,94.50000000000001
CARA_LO_CHEMBL863649_EC50_0090,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,80.28999999999999,1.0,1.0,1.0,0.0,80.28999999999999
CARA_LO_CHEMBL879102_Ki_0091,Oracle upper-bound,oracle_valid_topk,Oracle upper-bound,final,71.07000000000001,1.0,1.0,1.0,0.0,71.07000000000001
CARA_LO_CHEMBL1006579_IC50_0001,Best QSAR,qsar_svm,QSAR linear SVR,final,74.66000000000001,0.9272884496124656,1.0,1.0,3.9099999999999824,78.57
CARA_LO_CHEMBL1048115_IC50_0002,Best QSAR,qsar_svm,QSAR linear SVR,final,75.05999999999999,0.9696617096906208,1.0,1.0,1.940000000000012,77.0
CARA_LO_CHEMBL1243978_IC50_0003,Best QSAR,qsar_svm,QSAR linear SVR,final,58.81999999999999,0.8075406535799229,1.0,1.0,12.040000000000006,70.86
CARA_LO_CHEMBL1614295_Potency_0004,Best QSAR,qsar_svm,QSAR linear SVR,final,49.730000000000004,0.8636907734773122,1.0,1.0,7.509999999999991,57.239999999999995
CARA_LO_CHEMBL2032586_IC50_0005,Best QSAR,qsar_svm,QSAR linear SVR,final,80.33,0.9111531054662406,1.0,1.0,7.909999999999997,88.24
CARA_LO_CHEMBL2038596_IC50_0006,Best QSAR,qsar_svm,QSAR linear SVR,final,77.91999999999999,0.9877864564447103,1.0,1.0,1.0900000000000176,79.01
CARA_LO_CHEMBL2046255_IC50_0007,Best QSAR,qsar_svm,QSAR linear SVR,final,65.8,0.918500070673542,1.0,1.0,6.019999999999996,71.82
CARA_LO_CHEMBL2328568_IC50_0008,Best QSAR,qsar_svm,QSAR linear SVR,final,76.62,0.8669346786595452,1.0,1.0,9.370000000000005,85.99000000000001
CARA_LO_CHEMBL3431931_IC50_0009,Best QSAR,qsar_svm,QSAR linear SVR,final,61.44,0.9662662797984385,1.0,1.0,1.8600000000000065,63.300000000000004
CARA_LO_CHEMBL3705123_IC50_0010,Best QSAR,qsar_svm,QSAR linear SVR,final,71.90000000000002,0.8977300718940989,1.0,1.0,8.599999999999966,80.49999999999999
CARA_LO_CHEMBL3705125_IC50_0011,Best QSAR,qsar_svm,QSAR linear SVR,final,71.09,0.8686783234822727,1.0,1.0,7.829999999999998,78.92
CARA_LO_CHEMBL3705142_IC50_0012,Best QSAR,qsar_svm,QSAR linear SVR,final,71.94,0.9852203464779873,1.0,1.0,1.0000000000000142,72.94000000000001
CARA_LO_CHEMBL3705264_IC50_0013,Best QSAR,qsar_svm,QSAR linear SVR,final,62.71,0.892951209166115,1.0,1.0,8.050000000000004,70.76
CARA_LO_CHEMBL3705271_IC50_0014,Best QSAR,qsar_svm,QSAR linear SVR,final,78.72,0.9409734625861453,1.0,1.0,3.4699999999999847,82.18999999999998
CARA_LO_CHEMBL3705334_IC50_0015,Best QSAR,qsar_svm,QSAR linear SVR,final,69.77,0.9518482443587123,1.0,1.0,3.1999999999999886,72.96999999999998
CARA_LO_CHEMBL3705357_IC50_0016,Best QSAR,qsar_svm,QSAR linear SVR,final,89.05999999999999,0.9116465743632931,1.0,1.0,6.1699999999999875,95.22999999999998
CARA_LO_CHEMBL3705358_IC50_0017,Best QSAR,qsar_svm,QSAR linear SVR,final,68.74,0.9372657571413284,1.0,1.0,4.640000000000001,73.38
CARA_LO_CHEMBL3705399_Ki_0018,Best QSAR,qsar_svm,QSAR linear SVR,final,84.21000000000001,0.9565667946543478,1.0,1.0,3.230000000000004,87.44000000000001
CARA_LO_CHEMBL3705467_IC50_0019,Best QSAR,qsar_svm,QSAR linear SVR,final,72.05999999999999,0.978759992666859,1.0,1.0,1.0400000000000063,73.1
CARA_LO_CHEMBL3705476_IC50_0020,Best QSAR,qsar_svm,QSAR linear SVR,final,67.55,0.9545032633397112,1.0,1.0,4.249999999999986,71.79999999999998
CARA_LO_CHEMBL3705480_Ki_0021,Best QSAR,qsar_svm,QSAR linear SVR,final,92.27999999999999,0.9662088062117965,1.0,1.0,3.220000000000013,95.5
CARA_LO_CHEMBL3705486_Ki_0022,Best QSAR,qsar_svm,QSAR linear SVR,final,79.345,0.9433677623484013,1.0,1.0,4.219999999999999,83.565
CARA_LO_CHEMBL3705705_IC50_0023,Best QSAR,qsar_svm,QSAR linear SVR,final,77.52499999999999,0.9710217583021283,1.0,1.0,2.5200000000000102,80.045
CARA_LO_CHEMBL3705715_Ki_0024,Best QSAR,qsar_svm,QSAR linear SVR,final,96.08999999999999,0.9845984519952337,1.0,1.0,1.6599999999999966,97.74999999999999
CARA_LO_CHEMBL3705825_Ki_0025,Best QSAR,qsar_svm,QSAR linear SVR,final,77.00999999999999,0.9116343174741786,1.0,1.0,5.390000000000015,82.4
CARA_LO_CHEMBL3705860_IC50_0026,Best QSAR,qsar_svm,QSAR linear SVR,final,89.76,0.9746178863078067,1.0,1.0,1.6499999999999915,91.41
CARA_LO_CHEMBL3705868_IC50_0027,Best QSAR,qsar_svm,QSAR linear SVR,final,68.16999999999999,0.9136390102212248,1.0,1.0,5.38000000000001,73.55
CARA_LO_CHEMBL3705882_Ki_0028,Best QSAR,qsar_svm,QSAR linear SVR,final,80.33999999999999,0.9333537037527839,1.0,1.0,6.009999999999991,86.34999999999998
CARA_LO_CHEMBL3705899_IC50_0029,Best QSAR,qsar_svm,QSAR linear SVR,final,78.03,0.9138268894660433,1.0,1.0,6.239999999999995,84.27
CARA_LO_CHEMBL3705917_IC50_0030,Best QSAR,qsar_svm,QSAR linear SVR,final,69.28,0.9496781939966061,1.0,1.0,3.509999999999991,72.78999999999999
CARA_LO_CHEMBL3705960_IC50_0031,Best QSAR,qsar_svm,QSAR linear SVR,final,79.39000000000001,0.8716131252398499,1.0,1.0,10.779999999999987,90.17
CARA_LO_CHEMBL3705963_IC50_0032,Best QSAR,qsar_svm,QSAR linear SVR,final,66.79,0.9748285322751995,1.0,1.0,1.6499999999999915,68.44
CARA_LO_CHEMBL3705983_IC50_0033,Best QSAR,qsar_svm,QSAR linear SVR,final,67.10000000000001,0.9418234407369722,1.0,1.0,4.390000000000001,71.49000000000001
CARA_LO_CHEMBL3706272_IC50_0034,Best QSAR,qsar_svm,QSAR linear SVR,final,79.495,0.9205708072058352,1.0,1.0,6.094999999999985,85.58999999999999
CARA_LO_CHEMBL3706298_IC50_0035,Best QSAR,qsar_svm,QSAR linear SVR,final,87.35999999999999,0.9534478777610796,1.0,1.0,3.8000000000000114,91.16
CARA_LO_CHEMBL3706356_IC50_0036,Best QSAR,qsar_svm,QSAR linear SVR,final,77.17999999999999,0.9426591242608144,1.0,1.0,4.484999999999999,81.66499999999999
CARA_LO_CHEMBL3706360_IC50_0037,Best QSAR,qsar_svm,QSAR linear SVR,final,77.57,0.9728209684820996,1.0,1.0,2.8100000000000023,80.38
CARA_LO_CHEMBL3707497_IC50_0038,Best QSAR,qsar_svm,QSAR linear SVR,final,70.24,0.9233686819283432,1.0,1.0,5.499999999999986,75.73999999999998
CARA_LO_CHEMBL3707783_IC50_0039,Best QSAR,qsar_svm,QSAR linear SVR,final,77.91999999999999,0.9824460781851555,1.0,1.0,1.460000000000008,79.38
CARA_LO_CHEMBL3707789_Ki_0040,Best QSAR,qsar_svm,QSAR linear SVR,final,85.03,0.9972471398680912,1.0,1.0,0.19000000000001194,85.22000000000001
CARA_LO_CHEMBL3707834_Ki_0041,Best QSAR,qsar_svm,QSAR linear SVR,final,82.65,0.9849436479061301,1.0,1.0,0.9099999999999966,83.56
CARA_LO_CHEMBL3707951_IC50_0042,Best QSAR,qsar_svm,QSAR linear SVR,final,69.41,0.8615942857925643,1.0,1.0,8.240000000000009,77.65
CARA_LO_CHEMBL3707962_IC50_0043,Best QSAR,qsar_svm,QSAR linear SVR,final,82.94,0.9529715472658453,1.0,1.0,3.0600000000000023,86.0
CARA_LO_CHEMBL3734174_IC50_0044,Best QSAR,qsar_svm,QSAR linear SVR,final,79.81,0.8902069282545555,1.0,1.0,6.689999999999998,86.5
CARA_LO_CHEMBL3734552_EC50_0045,Best QSAR,qsar_svm,QSAR linear SVR,final,85.53000000000002,0.9091723328747561,1.0,1.0,9.239999999999995,94.77000000000001
CARA_LO_CHEMBL3883076_IC50_0046,Best QSAR,qsar_svm,QSAR linear SVR,final,57.72,0.876393234538476,1.0,1.0,7.320000000000007,65.04
CARA_LO_CHEMBL3887029_Ki_0047,Best QSAR,qsar_svm,QSAR linear SVR,final,76.09,0.9222070529219637,1.0,1.0,6.509999999999991,82.6
CARA_LO_CHEMBL3887030_Ki_0048,Best QSAR,qsar_svm,QSAR linear SVR,final,62.69,0.942059863485672,1.0,1.0,2.5700000000000074,65.26
CARA_LO_CHEMBL3887063_IC50_0049,Best QSAR,qsar_svm,QSAR linear SVR,final,83.99,0.9474794083250799,1.0,1.0,4.63000000000001,88.62
CARA_LO_CHEMBL3887074_IC50_0050,Best QSAR,qsar_svm,QSAR linear SVR,final,87.0,0.9590096026066457,1.0,1.0,3.9199999999999875,90.91999999999999
CARA_LO_CHEMBL3887224_IC50_0051,Best QSAR,qsar_svm,QSAR linear SVR,final,55.64,0.985741479970635,1.0,1.0,0.2700000000000031,55.910000000000004
CARA_LO_CHEMBL3887259_EC50_0052,Best QSAR,qsar_svm,QSAR linear SVR,final,66.16000000000001,0.9055742693552568,1.0,1.0,6.239999999999995,72.4
CARA_LO_CHEMBL3887288_IC50_0053,Best QSAR,qsar_svm,QSAR linear SVR,final,88.14,0.9795085127628435,1.0,1.0,1.8599999999999994,90.0
CARA_LO_CHEMBL3887334_IC50_0054,Best QSAR,qsar_svm,QSAR linear SVR,final,74.61,0.9287576139076931,1.0,1.0,6.959999999999994,81.57
CARA_LO_CHEMBL3887429_IC50_0055,Best QSAR,qsar_svm,QSAR linear SVR,final,77.91999999999999,0.9268222874648956,1.0,1.0,6.290000000000006,84.21
CARA_LO_CHEMBL3887731_Ki_0056,Best QSAR,qsar_svm,QSAR linear SVR,final,90.53999999999999,0.965304590061896,1.0,1.0,3.210000000000008,93.75
CARA_LO_CHEMBL3887866_IC50_0057,Best QSAR,qsar_svm,QSAR linear SVR,final,69.19,0.8724848523480907,1.0,1.0,8.97999999999999,78.16999999999999
CARA_LO_CHEMBL3887887_IC50_0058,Best QSAR,qsar_svm,QSAR linear SVR,final,70.63,0.8970933303598133,1.0,1.0,8.310000000000002,78.94
CARA_LO_CHEMBL3888033_IC50_0059,Best QSAR,qsar_svm,QSAR linear SVR,final,89.60000000000001,0.9419061941054839,1.0,1.0,4.09999999999998,93.69999999999999
CARA_LO_CHEMBL3888094_IC50_0060,Best QSAR,qsar_svm,QSAR linear SVR,final,75.44000000000001,0.9692843572261246,1.0,1.0,2.4599999999999937,77.9
CARA_LO_CHEMBL3888209_IC50_0061,Best QSAR,qsar_svm,QSAR linear SVR,final,69.83,0.9287202746267018,1.0,1.0,5.030000000000015,74.86000000000001
CARA_LO_CHEMBL3888296_IC50_0062,Best QSAR,qsar_svm,QSAR linear SVR,final,92.88,0.9726222293908858,1.0,1.0,2.515000000000015,95.39500000000001
CARA_LO_CHEMBL3888825_IC50_0063,Best QSAR,qsar_svm,QSAR linear SVR,final,85.6,0.9541373027728645,1.0,1.0,3.8299999999999983,89.42999999999999
CARA_LO_CHEMBL3888867_IC50_0064,Best QSAR,qsar_svm,QSAR linear SVR,final,62.260000000000005,0.8984692682035339,1.0,1.0,5.489999999999995,67.75
CARA_LO_CHEMBL3888870_IC50_0065,Best QSAR,qsar_svm,QSAR linear SVR,final,85.44,0.9753430960409024,1.0,1.0,1.5,86.94
CARA_LO_CHEMBL3889097_IC50_0066,Best QSAR,qsar_svm,QSAR linear SVR,final,75.35,0.9126562124815095,1.0,1.0,6.990000000000009,82.34
CARA_LO_CHEMBL3889159_IC50_0067,Best QSAR,qsar_svm,QSAR linear SVR,final,85.55,0.915045965617969,1.0,1.0,8.059999999999988,93.60999999999999
CARA_LO_CHEMBL3889186_IC50_0068,Best QSAR,qsar_svm,QSAR linear SVR,final,86.08999999999999,0.9298707697103336,1.0,1.0,7.940000000000012,94.03
CARA_LO_CHEMBL3889262_IC50_0069,Best QSAR,qsar_svm,QSAR linear SVR,final,85.82,0.9755755000109717,1.0,1.0,2.430000000000021,88.25000000000001
CARA_LO_CHEMBL4388634_IC50_0070,Best QSAR,qsar_svm,QSAR linear SVR,final,41.5,0.9970175051413277,1.0,1.0,0.06000000000000938,41.56000000000001
CARA_LO_CHEMBL4404752_IC50_0071,Best QSAR,qsar_svm,QSAR linear SVR,final,74.71,0.9241756406756754,1.0,1.0,6.200000000000003,80.91
CARA_LO_CHEMBL4418470_EC50_0072,Best QSAR,qsar_svm,QSAR linear SVR,final,70.9,0.958400915691217,1.0,1.0,2.59999999999998,73.49999999999999
